iter	Accuracy	CrossEntropy
198	0.8562454699	0.3310826159
199	0.856366272	0.3308215207
200	0.856366272	0.3308122529
201	0.8562454699	0.3305393945
202	0.8562454699	0.3303686398
203	0.856366272	0.3301936882
204	0.856366272	0.3299269276
205	0.8562454699	0.3297919356
206	0.8567286784	0.3293857733
207	0.8568494806	0.3291590719
208	0.8568494806	0.3286001591
209	0.8572118869	0.3284678282
210	0.8572118869	0.3282255848
211	0.8572118869	0.3280871055
212	0.8575742933	0.3277004924
213	0.8575742933	0.3274473278
214	0.8572118869	0.3272837915
215	0.8572118869	0.3269280384
216	0.8573326891	0.3266843023
217	0.8570910848	0.3264425466
218	0.8572118869	0.326037054
219	0.8570910848	0.3259323052
220	0.8570910848	0.3256555761
221	0.8569702827	0.3252798979
222	0.8575742933	0.3249161408
223	0.8575742933	0.324580377
224	0.8578158976	0.3244548961
225	0.8579366997	0.3242728321
226	0.8580575018	0.3241924907
227	0.8582991061	0.3237575456
228	0.8582991061	0.3236718283
229	0.8581783039	0.3233061813
230	0.8584199082	0.3231460324
231	0.8581783039	0.3230534041
232	0.8587823146	0.3225959665
233	0.8586615124	0.3223996531
234	0.8591447209	0.322131797
235	0.8590239188	0.3218450704
236	0.8591447209	0.3215807086
237	0.8592655231	0.3214065773
238	0.8591447209	0.3212416846
239	0.8590239188	0.3210853019
240	0.8587823146	0.3208844294
241	0.8587823146	0.3205493091
242	0.8590239188	0.3203649284
243	0.8592655231	0.3201126801
244	0.8590239188	0.3199553036
245	0.8595071273	0.31978886
246	0.8597487316	0.3195759331
247	0.8597487316	0.3194342263
248	0.8595071273	0.3192816508
249	0.8595071273	0.3190666915
250	0.8596279295	0.3187610211
251	0.8595071273	0.3185665288
252	0.8597487316	0.3182824431
253	0.8596279295	0.3181575728
254	0.8596279295	0.318063394
255	0.8596279295	0.3177467563
256	0.8603527422	0.3173782611
257	0.860111138	0.3171370694
258	0.8604735443	0.3170057586
259	0.8604735443	0.3169024378
260	0.8603527422	0.3166739741
261	0.8604735443	0.3165263393
262	0.8609567528	0.3161130581
263	0.8608359507	0.315965344
264	0.8609567528	0.3157346789
265	0.8611983571	0.3155421515
266	0.8611983571	0.3154383904
267	0.8613191592	0.3153278987
268	0.8614399613	0.315144759
269	0.8614399613	0.3148944508
270	0.8614399613	0.3145852059
271	0.8618023677	0.3144693598
272	0.8618023677	0.3143671277
273	0.8616815656	0.3141155068
274	0.8615607635	0.3138831224
275	0.8615607635	0.3137886616
276	0.8618023677	0.3134714612
277	0.8619231698	0.313234097
278	0.8619231698	0.3129247166
279	0.8621647741	0.3126854442
280	0.8621647741	0.31250504
281	0.8622855762	0.3123893662
282	0.8624063784	0.3122709555
283	0.8626479826	0.3119732426
284	0.8621647741	0.3118168491
285	0.8619231698	0.3117172554
286	0.8619231698	0.3116496318
287	0.8619231698	0.311482632
288	0.8624063784	0.3113125155
289	0.8626479826	0.3111900008
290	0.8627687847	0.3110458101
291	0.8627687847	0.3109340998
292	0.863010389	0.3106934794
293	0.8636143996	0.3102946041
294	0.8634935975	0.3099757457
295	0.8636143996	0.3097737087
296	0.8638560039	0.3095681501
297	0.8637352017	0.3095309363
298	0.8637352017	0.309390113
299	0.8638560039	0.3092425015
300	0.8636143996	0.3090559551
301	0.8638560039	0.3090231333
302	0.8638560039	0.3089085704
303	0.8638560039	0.3088275186
304	0.8640976081	0.3083740158
305	0.8638560039	0.3082932487
306	0.8638560039	0.3081263336
307	0.8638560039	0.3080754842
308	0.8643392124	0.3078979961
309	0.8644600145	0.307765763
310	0.8644600145	0.3076922218
311	0.8645808166	0.3074670597
312	0.8645808166	0.3073455881
313	0.8645808166	0.3072650585
314	0.8648224209	0.3070498135
315	0.864943223	0.3069691143
316	0.864943223	0.3068085006
317	0.864943223	0.3065990466
318	0.8650640251	0.3064775998
319	0.8648224209	0.3063765742
320	0.8650640251	0.3062590301
321	0.8653056294	0.3061510585
322	0.8654264315	0.3059724068
323	0.8651848273	0.3058644401
324	0.8653056294	0.3057428585
325	0.8656680358	0.3055086338
326	0.8657888379	0.3053436248
327	0.8656680358	0.3052104718
328	0.8656680358	0.3050758821
329	0.8654264315	0.3046671993
330	0.8655472336	0.3045980333
331	0.86590964	0.3044991775
332	0.86590964	0.3044127337
333	0.8662720464	0.304300777
334	0.8662720464	0.3040513558
335	0.8665136506	0.303834769
336	0.8665136506	0.3038254849
337	0.8666344528	0.3036928066
338	0.8666344528	0.303638964
339	0.8665136506	0.3035504601
340	0.8665136506	0.3034761273
341	0.8665136506	0.3032801185
342	0.8666344528	0.30321166
343	0.8662720464	0.3030572475
344	0.8663928485	0.3028521124
345	0.8667552549	0.3026225228
346	0.866876057	0.3025644242
347	0.866876057	0.302400719
348	0.8669968591	0.3021046094
349	0.8672384634	0.3020520069
350	0.8672384634	0.3020248728
351	0.8672384634	0.3018572274
352	0.8672384634	0.3016978426
353	0.8672384634	0.3015848909
354	0.8674800676	0.3015129342
355	0.8673592655	0.3014557564
356	0.8673592655	0.301455385
357	0.8674800676	0.3012948154
358	0.8677216719	0.3010168917
359	0.8677216719	0.300846705
360	0.8674800676	0.3007325365
361	0.8674800676	0.3006104191
362	0.867842474	0.3002462592
363	0.8680840783	0.3001862328
364	0.8680840783	0.3001137961
365	0.8682048804	0.3000613578
366	0.8679632762	0.3000103788
367	0.8679632762	0.2999675235
368	0.8680840783	0.2998594054
369	0.8684464847	0.2996616323
370	0.8684464847	0.2996117961
371	0.8686880889	0.2994450395
372	0.8684464847	0.2993015206
373	0.868808891	0.2990881265
374	0.868808891	0.2990311235
375	0.868808891	0.2988879232
376	0.868808891	0.2988347653
377	0.8685672868	0.2986719306
378	0.8685672868	0.2986167752
379	0.8685672868	0.2985480585
380	0.868808891	0.2983566939
381	0.868808891	0.2983076789
382	0.8685672868	0.2981187776
383	0.8685672868	0.298057455
384	0.8686880889	0.2979412544
385	0.8686880889	0.2977875084
386	0.8686880889	0.297683438
387	0.8685672868	0.2975989896
388	0.8690504953	0.2974831863
389	0.8689296932	0.2973865441
390	0.8689296932	0.2973492346
391	0.8690504953	0.2972692573
392	0.8690504953	0.2970840506
393	0.8691712974	0.2970139668
394	0.8690504953	0.2969697825
395	0.8692920995	0.296920425
396	0.8692920995	0.296717209
397	0.8692920995	0.2965291059
398	0.8692920995	0.2963563604
399	0.8692920995	0.2961284109
400	0.8695337038	0.2960021621
401	0.8694129017	0.2957971716
402	0.8695337038	0.2957232353
403	0.8694129017	0.2956222991
404	0.8694129017	0.2955864407
405	0.8698961102	0.2954491003
406	0.8698961102	0.295408443
407	0.8698961102	0.2953665531
408	0.8698961102	0.2952715372
409	0.8698961102	0.2951694265
410	0.8698961102	0.2951678741
411	0.8698961102	0.2950652626
412	0.8698961102	0.2949547602
413	0.8700169123	0.2948978424
414	0.8700169123	0.2948879862
415	0.8698961102	0.294827003
416	0.8698961102	0.2947159943
417	0.8700169123	0.2945501058
418	0.8700169123	0.2944837025
419	0.8700169123	0.294442182
420	0.8700169123	0.2943789005
421	0.8701377144	0.2943478904
422	0.8701377144	0.2943085775
423	0.8698961102	0.2942643565
424	0.8700169123	0.294056174
425	0.8701377144	0.2940319549
426	0.8701377144	0.2939901176
427	0.8701377144	0.2938782193
428	0.8701377144	0.2938354515
429	0.8700169123	0.2937787559
430	0.8700169123	0.2937558517
431	0.8701377144	0.2937075064
432	0.8700169123	0.2935920677
433	0.8698961102	0.2935144714
434	0.8702585165	0.2932584328
435	0.8701377144	0.2932073815
436	0.8701377144	0.2931792462
437	0.8700169123	0.2931338801
438	0.8702585165	0.2930116922
439	0.8702585165	0.2929590804
440	0.8702585165	0.2929006458
441	0.8702585165	0.2928030026
442	0.8702585165	0.2927651929
443	0.8701377144	0.2926681443
444	0.8700169123	0.2926126353
445	0.8700169123	0.2925396934
446	0.8701377144	0.2925263552
447	0.8701377144	0.2925101392
448	0.8701377144	0.2924613357
449	0.8702585165	0.2924433069
450	0.8702585165	0.2923475982
451	0.8705001208	0.292295997
452	0.8705001208	0.2922552775
453	0.8703793187	0.2921085296
454	0.8705001208	0.2920709896
455	0.8705001208	0.2920572854
456	0.8702585165	0.2919737366
457	0.8702585165	0.2919473442
458	0.8702585165	0.2917551611
459	0.8703793187	0.2917293229
460	0.8703793187	0.291705835
461	0.8703793187	0.2916820407
462	0.8706209229	0.2915277584
463	0.8705001208	0.2915154444
464	0.8706209229	0.2913876843
465	0.8708625272	0.2913256628
466	0.8708625272	0.2912783647
467	0.8706209229	0.2912565025
468	0.8705001208	0.2911973317
469	0.8705001208	0.2911837608
470	0.8706209229	0.2911111846
471	0.8706209229	0.2909892975
472	0.8708625272	0.2909292488
473	0.8713457357	0.290815153
474	0.8713457357	0.290782552
475	0.8712249336	0.2906859692
476	0.8711041314	0.2906000307
477	0.8712249336	0.2905834026
478	0.8712249336	0.2905434318
479	0.8712249336	0.2905207285
480	0.8712249336	0.2904344281
481	0.8714665378	0.2901908562
482	0.8713457357	0.2901706183
483	0.8713457357	0.2901605248
484	0.8714665378	0.2901289277
485	0.8712249336	0.2900692674
486	0.8712249336	0.2900379958
487	0.8713457357	0.2899706588
488	0.8714665378	0.2899376348
489	0.8715873399	0.2898601648
490	0.8715873399	0.289821542
491	0.8715873399	0.2897873824
492	0.8715873399	0.2897603458
493	0.8715873399	0.2897471248
494	0.8715873399	0.2897125188
495	0.8714665378	0.2896670903
496	0.8714665378	0.2896459959
497	0.8714665378	0.2896299615
498	0.8714665378	0.2896034249
499	0.8715873399	0.2895881767
500	0.8715873399	0.2895018836
501	0.8715873399	0.2894697262
502	0.8715873399	0.2894594651
503	0.8715873399	0.2894385019
504	0.8721913506	0.2892960377
505	0.8721913506	0.2892765423
506	0.8720705484	0.2891333479
507	0.8720705484	0.2891269021
508	0.8720705484	0.2891233475
509	0.8721913506	0.2889881905
510	0.8720705484	0.2889684715
511	0.8720705484	0.2889454608
512	0.8720705484	0.2889326939
513	0.8721913506	0.2889250632
514	0.8721913506	0.2889249925
515	0.8719497463	0.2888972028
516	0.8721913506	0.2888294518
517	0.8721913506	0.2888256038
518	0.8721913506	0.2888143966
519	0.8723121527	0.2886323524
520	0.8723121527	0.2886185234
521	0.8723121527	0.2884868287
522	0.8721913506	0.2884308311
523	0.8723121527	0.2884141224
524	0.8724329548	0.2881328177
525	0.8724329548	0.2881178463
526	0.8724329548	0.2881045378
527	0.8724329548	0.2880709749
528	0.8724329548	0.2878921263
529	0.8723121527	0.2878865265
530	0.8724329548	0.2878793012
531	0.8724329548	0.2877587261
532	0.8725537569	0.2876127032
533	0.8725537569	0.2876030755
534	0.8725537569	0.2876030692
535	0.8725537569	0.2875486299
536	0.8726745591	0.2875422434
537	0.8726745591	0.2875235355
538	0.8726745591	0.2875085797
539	0.8726745591	0.2875013529
540	0.8726745591	0.2874910337
541	0.8726745591	0.287448012
542	0.8726745591	0.2874459396
543	0.8726745591	0.2874139202
544	0.8726745591	0.2874130518
545	0.8726745591	0.2873956226
546	0.8726745591	0.2873794776
547	0.8726745591	0.287372803
548	0.8726745591	0.2873537856
549	0.8726745591	0.2873469702
550	0.8726745591	0.2873351731
551	0.8725537569	0.2873278314
552	0.8726745591	0.2873224413
553	0.8726745591	0.2871246855
554	0.8727953612	0.2871206602
555	0.8727953612	0.2871114173
556	0.8729161633	0.287083128
557	0.8731577676	0.2870745235
558	0.8731577676	0.2870696833
559	0.8731577676	0.2868965128
560	0.8731577676	0.2868873811
561	0.8730369655	0.2867108271
562	0.8730369655	0.2867004927
563	0.8730369655	0.2865400573
564	0.8730369655	0.2865325966
565	0.8731577676	0.2865135264
566	0.8731577676	0.2865066741
567	0.8731577676	0.2864990666
568	0.8731577676	0.2864920496
569	0.8731577676	0.2863118676
570	0.8731577676	0.2863038817
571	0.8729161633	0.2862984302
572	0.8729161633	0.2862885832
573	0.8730369655	0.2862333637
574	0.8730369655	0.2862296471
575	0.8730369655	0.2862279453
576	0.8730369655	0.2862236076
577	0.8730369655	0.2862124971
578	0.8730369655	0.2862093433
579	0.8729161633	0.2860070028
580	0.8727953612	0.2860047244
581	0.8729161633	0.2859989693
582	0.8730369655	0.285897788
583	0.8730369655	0.2858911572
584	0.8730369655	0.2858900773
585	0.8730369655	0.2858879211
586	0.8730369655	0.2858844006
587	0.8730369655	0.285880577
588	0.8730369655	0.2858651327
589	0.8730369655	0.2858634647
590	0.8730369655	0.2858617562
591	0.8730369655	0.2857688562
592	0.8730369655	0.2857588043
593	0.8731577676	0.2855702085
594	0.8731577676	0.2855608421
595	0.8731577676	0.2855517621
596	0.8731577676	0.2855438073
597	0.8730369655	0.28553602
598	0.8731577676	0.2855325018
599	0.8731577676	0.2855307001
600	0.8731577676	0.2853840353
601	0.8731577676	0.285374364
602	0.8731577676	0.2853657507
603	0.8731577676	0.2853508055
604	0.8731577676	0.2853478117
605	0.8731577676	0.2853422207
606	0.8731577676	0.2853282144
607	0.8731577676	0.285324936
608	0.8731577676	0.2853224559
609	0.8730369655	0.2853214177
610	0.8730369655	0.2853145057
611	0.8730369655	0.2853114977
612	0.8730369655	0.285310499
613	0.8730369655	0.2853024071
614	0.8730369655	0.28529661
615	0.8730369655	0.2850677993
616	0.8730369655	0.2850665969
617	0.8730369655	0.2850655974
618	0.8730369655	0.2850639353
619	0.8729161633	0.2848873199
620	0.8733993718	0.2846330227
621	0.8733993718	0.2846277787
622	0.8733993718	0.2846267614
623	0.8733993718	0.2846232007
624	0.8733993718	0.2846091901
625	0.8733993718	0.2846048704
626	0.8733993718	0.2845913528
627	0.873520174	0.2844338323
628	0.873520174	0.2844312679
629	0.873520174	0.2844286939
630	0.8736409761	0.284427431
631	0.8737617782	0.2844240697
632	0.8737617782	0.2844203263
633	0.8737617782	0.2844192789
634	0.8737617782	0.2842380808
635	0.8736409761	0.2842361558
636	0.8737617782	0.2842297631
637	0.873520174	0.2842172742
638	0.8733993718	0.2842124232
639	0.8733993718	0.2842112672
640	0.8733993718	0.2842091339
641	0.873520174	0.2840824524
642	0.873520174	0.2840813599
643	0.873520174	0.2840797328
644	0.873520174	0.2839686992
645	0.873520174	0.2839588576
646	0.873520174	0.2838586547
647	0.873520174	0.2838555528
648	0.873520174	0.283853487
649	0.873520174	0.2838238375
650	0.873520174	0.283821326
651	0.873520174	0.2837930013
652	0.873520174	0.2837899051
653	0.873520174	0.2837853238
654	0.873520174	0.2837839485
655	0.8736409761	0.2837745915
656	0.8737617782	0.2836097506
657	0.8737617782	0.2836089659
658	0.873520174	0.28349299
659	0.873520174	0.2834045583
660	0.873520174	0.2834035803
661	0.873520174	0.283399651
662	0.873520174	0.2833949215
663	0.873520174	0.2833941532
664	0.873520174	0.2833896172
665	0.873520174	0.2833887498
666	0.873520174	0.2833782021
667	0.873520174	0.2833682062
668	0.873520174	0.2833670882
669	0.873520174	0.2833627405
670	0.873520174	0.2833593952
671	0.8736409761	0.2832744673
672	0.8736409761	0.2832729231
673	0.873520174	0.2832716402
674	0.873520174	0.283270064
675	0.873520174	0.2832679281
676	0.873520174	0.2832671556
677	0.873520174	0.2832651091
678	0.873520174	0.283256812
679	0.873520174	0.2832552037
680	0.873520174	0.2832532309
681	0.873520174	0.283251812
682	0.873520174	0.2832436059
683	0.873520174	0.2832342564
684	0.8736409761	0.2832254839
685	0.8736409761	0.2832250903
686	0.873520174	0.283224082
687	0.873520174	0.2832155178
688	0.8733993718	0.2832070972
689	0.873520174	0.2831164396
690	0.873520174	0.2831158301
691	0.873520174	0.2831116701
692	0.8733993718	0.2830242899
693	0.8733993718	0.2830209801
694	0.873520174	0.2830192694
695	0.873520174	0.2830190247
696	0.873520174	0.2830183652
697	0.8737617782	0.2827815957
698	0.8737617782	0.2827803859
699	0.8737617782	0.2827793915
700	0.8737617782	0.2827768278
701	0.8737617782	0.2827730584
702	0.8737617782	0.2827724418
703	0.8737617782	0.2827719235
704	0.8737617782	0.2827701432
705	0.8737617782	0.2827624763
706	0.8737617782	0.2827577126
707	0.8737617782	0.2827577116
708	0.8737617782	0.2827561997
709	0.8737617782	0.2827242843
710	0.8737617782	0.282723241
711	0.8737617782	0.2827218071
712	0.8737617782	0.2827215778
713	0.8737617782	0.2827206431
714	0.8737617782	0.2827197453
715	0.8737617782	0.282718883
716	0.8737617782	0.2825599834
717	0.8737617782	0.2825536897
718	0.8736409761	0.2825520749
719	0.8736409761	0.2825513426
720	0.8736409761	0.2825477323
721	0.8736409761	0.2825467413
722	0.8736409761	0.282543268
723	0.8736409761	0.2825401865
724	0.8736409761	0.282536766
725	0.8736409761	0.2825358054
726	0.8736409761	0.2825295972
727	0.8736409761	0.2825236908
728	0.8736409761	0.2825234273
729	0.8736409761	0.2825201994
730	0.8736409761	0.2825170898
731	0.8736409761	0.2825131913
732	0.8736409761	0.2824887769
733	0.8736409761	0.2824827944
734	0.8736409761	0.2824827779
735	0.8736409761	0.2824823223
736	0.8736409761	0.2824804687
737	0.8736409761	0.2824767357
738	0.8736409761	0.2824739963
739	0.8736409761	0.2824713528
740	0.8737617782	0.2822697477
741	0.8737617782	0.2821982318
742	0.8737617782	0.2821956818
743	0.8737617782	0.282138654
744	0.8737617782	0.282137429
745	0.8737617782	0.2820589519
746	0.8737617782	0.282058696
747	0.8737617782	0.2820554487
748	0.8737617782	0.2820532998
749	0.8737617782	0.2820510133
750	0.8737617782	0.2820488025
751	0.8738825803	0.2819266599
752	0.8738825803	0.2818691277
753	0.8738825803	0.2818686321
754	0.8738825803	0.2818654434
755	0.8738825803	0.2818634999
756	0.8738825803	0.2818632487
757	0.8738825803	0.2817813561
758	0.8738825803	0.2817792819
759	0.8737617782	0.2817781022
760	0.8737617782	0.2817760947
761	0.8737617782	0.2817138285
762	0.8737617782	0.2817133628
763	0.8737617782	0.2817125178
764	0.8738825803	0.2815711375
765	0.8738825803	0.2815700253
766	0.8738825803	0.2815674234
767	0.8738825803	0.2815659767
768	0.8738825803	0.2815658263
769	0.8738825803	0.2815633231
770	0.8738825803	0.2815630785
771	0.8738825803	0.281562922
772	0.8738825803	0.2815611355
773	0.8738825803	0.2815603465
774	0.8738825803	0.281559562
775	0.8738825803	0.2815588051
776	0.8738825803	0.2815570746
777	0.8738825803	0.2815553967
778	0.8740033825	0.2814212766
779	0.8740033825	0.2813510831
780	0.8740033825	0.2813510811
781	0.8741241846	0.2813498718
782	0.8740033825	0.2813443716
783	0.8740033825	0.2813427485
784	0.8740033825	0.281342029
785	0.8740033825	0.281339883
786	0.8740033825	0.28133969
787	0.8740033825	0.2813395405
788	0.8741241846	0.2813097519
789	0.8741241846	0.2813076835
790	0.8741241846	0.2813076755
791	0.8741241846	0.2813056807
792	0.8741241846	0.281304276
793	0.8741241846	0.2813035132
794	0.8741241846	0.2812838789
795	0.8742449867	0.2812825148
796	0.8742449867	0.2812806876
797	0.8741241846	0.2811535817
798	0.8741241846	0.2811523026
799	0.8741241846	0.2811335289
800	0.8742449867	0.2810084647
801	0.8742449867	0.281008151
802	0.8742449867	0.2810068412
803	0.8742449867	0.2810051046
804	0.8742449867	0.2810047271
805	0.8741241846	0.281004357
806	0.8741241846	0.2810041248
807	0.8742449867	0.281003397
808	0.8742449867	0.2808887134
809	0.8743657888	0.2808832032
810	0.8743657888	0.280827216
811	0.874486591	0.2808222492
812	0.874486591	0.2807789049
813	0.874486591	0.2807771997
814	0.874486591	0.2805654782
815	0.874486591	0.2805643063
816	0.874486591	0.2805631157
817	0.874486591	0.280562434
818	0.874486591	0.280561276
819	0.8743657888	0.2805332303
820	0.874486591	0.2805318955
821	0.874486591	0.2805312464
822	0.8747281952	0.28034503
823	0.8747281952	0.2803434597
824	0.8747281952	0.2803419411
825	0.8747281952	0.280325058
826	0.8747281952	0.2803247718
827	0.8747281952	0.2803233032
828	0.8747281952	0.2803069599
829	0.8747281952	0.280305539
830	0.8747281952	0.2803045575
831	0.8746073931	0.2802984814
832	0.8746073931	0.2802976741
833	0.8746073931	0.2802970499
834	0.8746073931	0.2802399611
835	0.8746073931	0.2802396242
836	0.8746073931	0.2802349717
837	0.8746073931	0.2802336295
838	0.8746073931	0.2802326727
839	0.8746073931	0.2802079008
840	0.8746073931	0.2802069768
841	0.8746073931	0.2802069752
842	0.8746073931	0.2801760264
843	0.8746073931	0.2801716714
844	0.8746073931	0.2801711
845	0.8746073931	0.2801704783
846	0.8746073931	0.2801692067
847	0.8746073931	0.2801539493
848	0.8746073931	0.2801532718
849	0.8746073931	0.2801524003
850	0.8746073931	0.2801513029
851	0.8746073931	0.2801509837
852	0.874486591	0.2801509664
853	0.8747281952	0.2800475246
854	0.8747281952	0.2800466772
855	0.8747281952	0.2800320597
856	0.8743657888	0.2799201584
857	0.8743657888	0.2799192828
858	0.8743657888	0.2798963578
859	0.8743657888	0.2798959916
860	0.8747281952	0.2796952034
861	0.8747281952	0.2796943439
862	0.8747281952	0.2796940471
863	0.8747281952	0.2796932224
864	0.8747281952	0.2796923707
865	0.8747281952	0.2796915475
866	0.8747281952	0.2796907425
867	0.8747281952	0.2796901104
868	0.8747281952	0.2796890507
869	0.8747281952	0.2796882648
870	0.8749697995	0.2795830248
871	0.8749697995	0.2795827293
872	0.8749697995	0.2795816316
873	0.8749697995	0.2795808908
874	0.8748489973	0.2795800405
875	0.8748489973	0.2795793166
876	0.8749697995	0.2795785212
877	0.8749697995	0.279578022
878	0.8748489973	0.2795777668
879	0.8747281952	0.279551391
880	0.8748489973	0.2795509116
881	0.8748489973	0.279550332
882	0.8747281952	0.2794777495
883	0.8747281952	0.2794770553
884	0.8746073931	0.2794406418
